ID,start_date,year,month,receiver_country,initiator_country,cyber_conflict_issue,offline_conflict_issue_subcode,receiver_region
1450,,,,Palestine,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Palestine,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Palestine,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Palestine,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Syria,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Syria,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Syria,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Syria,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Iraq,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Iraq,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Iraq,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Iraq,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Turkey,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Turkey,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Turkey,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Turkey,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Lebanon,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Lebanon,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Lebanon,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Lebanon,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Libya,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Libya,Palestine,National power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Libya,Palestine,Subnational predominance,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1450,,,,Libya,Palestine,International power,,"['ASIA', 'MENA', 'MEA', 'NATO', 'AFRICA', 'NAF']"
1451,,,,Japan,Unknown,Unknown,,"['ASIA', 'SCS', 'NEA']"
1452,,,,Indonesia,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA']"
1454,,,,France,Unknown,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1455,,,,Asia (region),"Iran, Islamic Republic of",International power,,['NO_REGION']
1455,,,,Europe (region),"Iran, Islamic Republic of",International power,,['NO_REGION']
1455,,,,North America,"Iran, Islamic Republic of",International power,,['NO_REGION']
1455,,,,Africa,"Iran, Islamic Republic of",International power,,['NO_REGION']
1468,2022-07-15,2022.0,7.0,Ukraine,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1468,2022-07-15,2022.0,7.0,Ukraine,Russia,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1468,2022-07-15,2022.0,7.0,Ukraine,Russia,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1468,2022-07-15,2022.0,7.0,Ukraine,Russia,International power,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1493,2020-10-01,2020.0,10.0,Canada,"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,Israel,"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,Australia,"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,United Kingdom,"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,Middle East (region),"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1493,2020-10-01,2020.0,10.0,United States,"Iran, Islamic Republic of",Other,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'OC', 'EUROPE', 'NORTHEU', 'NO_REGION']"
1500,2022-09-19,2022.0,9.0,Peru,Central America (region),System / ideology,,"['SOUTHAM', 'CENTAM', 'NO_REGION']"
1500,2022-09-19,2022.0,9.0,El Salvador,Central America (region),System / ideology,,"['SOUTHAM', 'CENTAM', 'NO_REGION']"
1500,2022-09-19,2022.0,9.0,Chile,Central America (region),System / ideology,,"['SOUTHAM', 'CENTAM', 'NO_REGION']"
1500,2022-09-19,2022.0,9.0,Colombia,Central America (region),System / ideology,,"['SOUTHAM', 'CENTAM', 'NO_REGION']"
1500,2022-09-19,2022.0,9.0,Mexico,Central America (region),System / ideology,,"['SOUTHAM', 'CENTAM', 'NO_REGION']"
1501,2022-09-09,2022.0,9.0,Albania,"Iran, Islamic Republic of",System / ideology,Iran (opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1501,2022-09-09,2022.0,9.0,Albania,"Iran, Islamic Republic of",System / ideology,Iran (Opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1502,2021-05-01,2021.0,5.0,Albania,"Iran, Islamic Republic of",System / ideology,Iran (opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1502,2021-05-01,2021.0,5.0,Albania,"Iran, Islamic Republic of",System / ideology,Iran (Opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1502,2021-05-01,2021.0,5.0,Albania,"Iran, Islamic Republic of",National power,Iran (opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1502,2021-05-01,2021.0,5.0,Albania,"Iran, Islamic Republic of",National power,Iran (Opposition),"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
1503,2022-09-20,2022.0,9.0,"Iran, Islamic Republic of",Not available,System / ideology,,"['ASIA', 'MENA', 'MEA']"
1504,2020-01-01,2020.0,1.0,United States,Not available,Unknown,,"['NATO', 'NORTHAM']"
1508,2022-09-01,2022.0,9.0,Russia,Not available,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1508,2022-09-01,2022.0,9.0,Russia,Not available,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1508,2022-09-01,2022.0,9.0,Russia,Not available,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1508,2022-09-01,2022.0,9.0,Russia,Not available,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1511,2022-03-14,2022.0,3.0,Ukraine,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1511,2022-03-14,2022.0,3.0,Ukraine,Russia,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1511,2022-03-14,2022.0,3.0,Ukraine,Russia,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1511,2022-03-14,2022.0,3.0,Ukraine,Russia,International power,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1512,2014-05-22,2014.0,5.0,Ukraine,Ukraine,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU']"
1513,2022-01-01,2022.0,1.0,,China,System / ideology,China (Tibet),['NO_REGION']
1513,2022-01-01,2022.0,1.0,,China,Autonomy,China (Tibet),['NO_REGION']
1514,2022-02-24,2022.0,2.0,Poland,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Poland,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Hungary,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Hungary,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Greece,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Greece,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Ukraine,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Ukraine,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Germany,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Germany,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Italy,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,Italy,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,France,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1514,2022-02-24,2022.0,2.0,France,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'BALKANS', 'WESTEU']"
1520,2022-02-27,2022.0,2.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1520,2022-02-27,2022.0,2.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1520,2022-02-27,2022.0,2.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1520,2022-02-27,2022.0,2.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1533,2022-03-01,2022.0,3.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1533,2022-03-01,2022.0,3.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1533,2022-03-01,2022.0,3.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1533,2022-03-01,2022.0,3.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1538,2021-06-01,2021.0,6.0,Europe (region),China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,India,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,Japan,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,Brazil,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,Kazakhstan,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,United States,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,Not available,China,International power,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1539,2022-02-27,2022.0,2.0,Middle East (region),Not available,Unknown,,['NO_REGION']
1539,2022-02-27,2022.0,2.0,Africa,Not available,Unknown,,['NO_REGION']
1542,2022-08-01,2022.0,8.0,Global (region),Not available,Unknown,,['NO_REGION']
1543,2022-01-01,2022.0,1.0,Russia,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1543,2022-01-01,2022.0,1.0,Russia,Russia,National power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1544,2022-09-29,2022.0,9.0,Brazil,Not available,Unknown,,['SOUTHAM']
1546,2021-01-01,2021.0,1.0,United Kingdom,Not available,System / ideology,,"['EUROPE', 'NATO', 'NORTHEU']"
1546,2021-01-01,2021.0,1.0,United Kingdom,Not available,National power,,"['EUROPE', 'NATO', 'NORTHEU']"
1553,2021-10-01,2021.0,10.0,Netherlands,"Korea, Democratic People's Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1554,2022-04-11,2022.0,4.0,Costa Rica,Not available,System / ideology,,['CENTAM']
1555,2021-11-24,2021.0,11.0,United Kingdom,Russia,Unknown,,"['EUROPE', 'NATO', 'NORTHEU']"
1558,2021-01-01,2021.0,1.0,United States,Not available,Unknown,,"['NATO', 'NORTHAM']"
1562,2019-01-01,2019.0,1.0,Turkey,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Egypt,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Saudi Arabia,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Lebanon,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Kuwait,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Jordan,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,United Arab Emirates,Middle East (region),International power,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1563,2022-10-03,2022.0,10.0,Colombia,Not available,Unknown,,['SOUTHAM']
1566,2022-05-17,2022.0,5.0,United States,,Unknown,,"['NATO', 'NORTHAM']"
1567,2022-10-05,2022.0,10.0,United States,Russia,System / ideology,"EU, USA et. al –  Russia","['NATO', 'NORTHAM']"
1569,2022-09-01,2022.0,9.0,Guatemala,Not available,Unknown,,['CENTAM']
1573,2022-10-10,2022.0,10.0,United States,Russia,System / ideology,"EU, USA et. al –  Russia","['NATO', 'NORTHAM']"
1574,2022-10-08,2022.0,10.0,"Iran, Islamic Republic of",Not available,System / ideology,Iran (opposition),"['ASIA', 'MENA', 'MEA']"
1580,2021-09-01,2021.0,9.0,Israel,Lebanon,International power,Iran – Israel,"['ASIA', 'MENA', 'MEA']"
1580,2021-09-01,2021.0,9.0,Israel,"Iran, Islamic Republic of",International power,Iran – Israel,"['ASIA', 'MENA', 'MEA']"
1581,2022-10-07,2022.0,10.0,Russia,Ukraine,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1581,2022-10-07,2022.0,10.0,Russia,Ukraine,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1581,2022-10-07,2022.0,10.0,Russia,Ukraine,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1581,2022-10-07,2022.0,10.0,Russia,Ukraine,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1589,2022-04-01,2022.0,4.0,Middle East (region),China,International power,,"['NO_REGION', 'NATO', 'NORTHAM']"
1589,2022-04-01,2022.0,4.0,United States,China,International power,,"['NO_REGION', 'NATO', 'NORTHAM']"
1589,2022-04-01,2022.0,4.0,Not available,China,International power,,"['NO_REGION', 'NATO', 'NORTHAM']"
1589,2022-04-01,2022.0,4.0,Southeast Asia (region),China,International power,,"['NO_REGION', 'NATO', 'NORTHAM']"
1590,2022-04-04,2022.0,4.0,Bulgaria,Russia,Unknown,,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1594,2022-05-03,2022.0,5.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1594,2022-05-03,2022.0,5.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1594,2022-05-03,2022.0,5.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1594,2022-05-03,2022.0,5.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1599,2022-05-01,2022.0,5.0,Germany,Russia,Other,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1603,2022-10-15,2022.0,10.0,Bulgaria,Russia,System / ideology,,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1605,2022-09-07,2022.0,9.0,Central Asia (region),Not available,Unknown,,['NO_REGION']
1606,2022-01-01,2022.0,1.0,United States,China,International power,China – USA,"['NATO', 'NORTHAM']"
1607,2021-01-01,2021.0,1.0,Hong Kong,China,System / ideology,China (Hong Kong),['ASIA']
1607,2021-01-01,2021.0,1.0,Hong Kong,China,Autonomy,China (Hong Kong),['ASIA']
1607,2021-01-01,2021.0,1.0,Hong Kong,China,Secession,China (Hong Kong),['ASIA']
1609,2022-05-01,2022.0,5.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1609,2022-05-01,2022.0,5.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1609,2022-05-01,2022.0,5.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1609,2022-05-01,2022.0,5.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1613,2022-10-01,2022.0,10.0,Australia,Russia,Unknown,,['OC']
1615,2022-01-01,2022.0,1.0,Russia,Russia,System / ideology,Russia (opposition),"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1615,2022-01-01,2022.0,1.0,Russia,Russia,National power,Russia (opposition),"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1626,2022-01-01,2022.0,1.0,United States,"Iran, Islamic Republic of",System / ideology,Iran (opposition),"['NATO', 'NORTHAM']"
1626,2022-01-01,2022.0,1.0,United States,"Iran, Islamic Republic of",System / ideology,Iran (Opposition),"['NATO', 'NORTHAM']"
1626,2022-01-01,2022.0,1.0,United States,"Iran, Islamic Republic of",National power,Iran (opposition),"['NATO', 'NORTHAM']"
1626,2022-01-01,2022.0,1.0,United States,"Iran, Islamic Republic of",National power,Iran (Opposition),"['NATO', 'NORTHAM']"
1627,2021-06-21,2021.0,6.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",System / ideology,Iran (opposition),"['ASIA', 'MENA', 'MEA']"
1627,2021-06-21,2021.0,6.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",National power,Iran (opposition),"['ASIA', 'MENA', 'MEA']"
1628,2022-01-01,2022.0,1.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",System / ideology,Iran (opposition),"['ASIA', 'MENA', 'MEA']"
1628,2022-01-01,2022.0,1.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",National power,Iran (opposition),"['ASIA', 'MENA', 'MEA']"
1629,,,,Pakistan,India,International power,India – Pakistan,"['ASIA', 'SASIA', 'SCO']"
1631,2022-09-01,2022.0,9.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1631,2022-09-01,2022.0,9.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1631,2022-09-01,2022.0,9.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1631,2022-09-01,2022.0,9.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1639,2022-01-01,2022.0,1.0,United Kingdom,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'NORTHEU']"
1639,2022-01-01,2022.0,1.0,United Kingdom,Russia,Territory,Russia – Ukraine,"['EUROPE', 'NATO', 'NORTHEU']"
1639,2022-01-01,2022.0,1.0,United Kingdom,Russia,Resources,Russia – Ukraine,"['EUROPE', 'NATO', 'NORTHEU']"
1639,2022-01-01,2022.0,1.0,United Kingdom,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'NORTHEU']"
1640,2022-05-01,2022.0,5.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1640,2022-05-01,2022.0,5.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1640,2022-05-01,2022.0,5.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1640,2022-05-01,2022.0,5.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1641,2022-05-01,2022.0,5.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1641,2022-05-01,2022.0,5.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1641,2022-05-01,2022.0,5.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1641,2022-05-01,2022.0,5.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1642,2022-05-01,2022.0,5.0,Russia,Unknown,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1642,2022-05-01,2022.0,5.0,Russia,Unknown,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1642,2022-05-01,2022.0,5.0,Russia,Unknown,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1642,2022-05-01,2022.0,5.0,Russia,Unknown,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1643,2022-03-01,2022.0,3.0,Japan,China,International power,China - Japan (East China Sea),"['ASIA', 'SCS', 'NEA']"
1644,2022-05-11,2022.0,5.0,Italy,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)']"
1644,2022-05-11,2022.0,5.0,Italy,Russia,Territory,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)']"
1644,2022-05-11,2022.0,5.0,Italy,Russia,Resources,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)']"
1644,2022-05-11,2022.0,5.0,Italy,Russia,International power,Russia – Ukraine,"['EUROPE', 'NATO', 'EU(MS)']"
1646,2022-05-14,2022.0,5.0,Russia,Not available,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1646,2022-05-14,2022.0,5.0,Russia,Not available,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1646,2022-05-14,2022.0,5.0,Russia,Not available,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1646,2022-05-14,2022.0,5.0,Russia,Not available,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1659,2022-03-01,2022.0,3.0,Ukraine,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Ukraine,Russia,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Ukraine,Russia,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Ukraine,Russia,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Poland,Russia,System / ideology,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Poland,Russia,Territory,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Poland,Russia,Resources,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1659,2022-03-01,2022.0,3.0,Poland,Russia,International power,Russia – Ukraine,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
1664,2020-10-21,2020.0,10.0,Thailand,Thailand,System / ideology,Thailand (opposition),"['ASIA', 'SEA']"
1664,2020-10-21,2020.0,10.0,Thailand,Thailand,National power,Thailand (opposition),"['ASIA', 'SEA']"
