ID,start_date,year,month,initiator_country,incident_type,receiver_country,receiver_category,receiver_category_subcode,receiver_region
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Turkey,Social groups,Advocacy / activists (e.g. human rights organizations),"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Turkey,End user(s) / specially protected groups,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Turkey,Media,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Yemen,State institutions / political system,Government / ministries,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Yemen,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Yemen,Social groups,Advocacy / activists (e.g. human rights organizations),"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Yemen,End user(s) / specially protected groups,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
795,2016-01-01,2016.0,1.0,United Arab Emirates,Hijacking with Misuse,Yemen,Media,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Saudi Arabia,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United States,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,"Korea, Republic of",Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Germany,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,India,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,United Kingdom,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Italy,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Data theft,Middle East (region),Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,Saudi Arabia,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,United States,Corporate Targets,,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",State institutions / political system,Not specified,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",Critical infrastructure,Energy,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",Critical infrastructure,Transportation,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",Critical infrastructure,Health,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",Critical infrastructure,Chemicals,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
796,2016-01-01,2016.0,1.0,"Iran, Islamic Republic of",Hijacking with Misuse,"Korea, Republic of",Critical infrastructure,Defence industry,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'SCS', 'NEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU', 'NO_REGION']"
